name,description,website
Modernizing Medicine,"At Modernizing Medicine, we look for passionate, innovative, creative Rock Stars!Inc. Magazine Best Workplaces of 2020Inc. 5000 Fastest-Growing Private Companies in America - 2015 - 2019Marketing Campaign of the Year for Telehealth - Business Intelligence Group's Public Relations & Marketing Excellence Award 2020Best Use of Technology in Customer Service (Gold) - Customer Sales and Service World Awards® - 2019Customer Service Department of the Year (Gold) - Customer Sales and Service World Awards - 2018Modernizing Medicine delivers truly disruptive and transformative products and services that will impact the healthcare industry. The work we do makes a difference.Our web and mobile applications are transforming healthcare information technology to increase practice efficiency and improve patient outcomes. We offer end-to-end specialty-specific solutions from practice management, through EMR to Revenue Cycle Management (RCM) that help our clients maximize their efficiencies.",https://www.modmed.com/
Asyntec,"¡Motívate a ser parte de nuestro equipo!Somos una empresa informática con 30 años de historia, pero que siempre se está renovando y actualizando con lo nuevo. Somos un equipo pequeño, trabajamos en un ambiente cercano, inclusivo y donde todas las ideas son escuchadas y respetadas.Nos especializamos en crear y entregar soluciones para empresas de servicios básicos/utilities para clientes a lo largo y ancho de todo Chile.¡Te invitamos a leer a descripción y postular si crees que eres la persona indicada para el cargo!",https://www.asyntec.com
DVA Capital,"En DVA Capital trabajamos para ayudar a personas e instituciones a ahorrar e invertir. Llevamos más de 10 años desarrollando fondos que capturen las tendencias que están cambiando el mundo. Hace 2 años nos decidimos a aprovechar la tecnología para que cualquier persona pueda invertir a través de su celular o computador sin tener que firmar papeles.Nuestra plataforma www.dvacapital.com ha tenido un importante crecimiento, por lo que andamos en búsqueda de personas comprometidas y motivadas que se sumen a nuestro equipo de desarrollo de software. Somos un equipo de 7 desarrolladores, así que lo que hagas tendrá un gran impacto en nuestra compañía.",https://www.dvacapital.com
Magmalabs,"MagmaLabs is an ecommerce and software consultancy that builds software solutions for emerging, mid-size, and growing companies using innovative technologies, top talent, and nearshore teams. We are looking for at least 5 Senior Software Engineers to join the engineering department here at MagmaLabs, with extensive experience building web applications using business-grade technologies using Ruby on Rails, updating apps with new versions of Rails, that enjoy unit testing, who are always looking for optimal performance and have an interest in providing comprehensive and high-quality solutions to customers.",https://www.magmalabs.io/
Asesor Financiero,None,https://finanzas-personales-chile-78.webself.net
Belatrix Software,None,http://www.belatrixsf.com
educ.ar,None,http://educ.ar
Tipddy Ltda,"Nuestro equipo lleva más de 10 años aportando a la industria de publicidad marketing y desarrollo web. Estamos buscando un candidato que tenga experiencia en React.js, ideal si también manejas angular.js. Actualmente trabajamos con grandes y medianas empresas. Somos un equipo en formación por lo que necesitamos una persona autogestionadora, importante disposición a trabajar en equipo y con experiencia demostrable.",https://www.tipddy.cl/
inVentures,"Hola! En Inventures estamos buscando un/a desarrollador/a fullstack motivado/a para participar en diversos proyectos de la compañía.Ofrecemos trabajo full time, trabajo de título o práctica profesional. Nos preocupamos por tu plan de carrera considerando tus intereses y guiamos tu aprendizaje con el acompañamiento de un mentor.Desarrollamos principalmente con Node en backend y React en frontend. Estamos en una constante búsqueda de nuevas tecnologías y metodologías disruptivas.",http://www.inventures.cl
I2B TECHNOLOGIES,None,http://www.i2btech.com
dandoo,None,www.dandoo.tv
Don Pollo,None,www.donpollo.cl
OCTO Inc.,"En Octo Inc. ayudamos a las empresas a hacer realidad sus ideas de negocios utilizando metodologías Lean Software Development y Agile.Somos parte del ciclo completo de creación del producto digital desde la concepción de la idea hasta la promoción del producto en las redes. Octo Inc. está compuesto por 10 personas distruibas geográficamente entre la India y Chile. Hace unas semanas, adquirimos una empresa de tecnología en la India llamada Teratorn! Estamos felices por que la familia crece. Además, tenemos un producto propio llamado Octopull! (getoctopull.com) apoyado actualmente por Incuba UC e inversionistas privados como ABC Accelerator, una de las principales aceleradores de Europa y San José California.",http://www.octo.is
Kibernum,"Somos una compañía chilena orientada a crear e implementar servicios IT de excelencia.Codiseñamos con nuestros clientes soluciones, con un alto grado de involucramiento y compromiso con el negocio.Con 27 años de experiencia en Chile y 4 años en Colombia, hoy prestamos servicios en el sector de las tecnologías de la información a más de 90 empresas en industrias como: banca, salud, retail, minería, educación, gobierno y seguros.Actualmente, contamos con un equipo que supera los 1600 colaboradores, con expertise en áreas como Desarrollo de aplicaciones, Arquitectura empresarial y Mantención de sistemas, QA, Implementación y Gestión de Procesos de Negocio.https://www.kibernum.com/",https://www.kibernum.com
KPI Football,"En KPI Football estamos introduciendo la data en los clubes de fútbol para que la toma de decisiones, en sus múltiples dimensiones, se haga de forma objetiva y con sustento. Buscamos ser la empresa proveedora líder en el mundo. Con buena calidad, análisis y gestión de la data, los clubes mejorarán su rendimiento y esto creará un círculo virtuoso entre los clubes y sus hinchas, aumentando su apoyo y potenciando el rol social de los clubes. Además, les permitirá identificar y potenciar el talento joven de sus canteras.El equipo somos 8 personas actualmente. Todos muy motivados, sociables y proactivos y con ganas de generar un impacto significativo en la industria.Estamos trabajando con un importante equipo de primera división y cuando tengamos listo el MVP queremos hacer un levantamiento de capital para escalar el negocio a nivel mundial.",http://www.kpifootball.com
Socialab,"En Socialab nos dedicamos a identificar y apoyar proyectos sociales que generen un impacto positivo y masivo en nuestro mundo, esto lo hacemos mediante convocatorias de innovación en nuestra comunidad online.Nuestra tarea es maximizar el impacto social y hemos abierto nuestra plataforma para que otras organizaciones con el mismo fín, pueden crear su convocatoria de forma sencilla, rápida y eficiente, además de potenciarla recibiendo más y mejores proyectos de nuestra comunidad de más de 500.000 usuarios.",http://socialab.com/
Capitalizarme,None,http://capitalizarme.com
Minga Digital,"Minga Digital es una empresa de soluciones de marketing digital, con avanzados e innovadores formatos. Ofrecemos asesoría a cada marca para cumplir sus objetivos. Contamos con un portafolio de productos en expansión, y cada día buscamos nuevas soluciones digitales acorde al mercado. Actualmente estamos desarrollando proyectos de tecnología para nuestro rubro. Nos caracterizamos por un ambiente de trabajo relajado y enfocado en los objetivos. Queremos que nuestra empresa sea la No.1 de Great Place to Work y nos preocupamos por eso.",https://mingadigital.com
Bindex,"Bindex nace en 2014 con el fin de responder a las necesidades tecnológicas del mercado financiero desarrollando herramientas que aporten valor a la operación de nuestros clientes. Nuestra empresa se dedica al desarrollo financiero con diversas instituciones, ofreciéndoles entregar valor a sus clientes y/o a sus propios trabajadores.Es por eso que en Bindex hemos liberado un cupo para un practicante.",http://www.bindex.cl
Freshwork Studio Chile,None,http://behance.com/freshworkstudio
Airmatek,None,http://www.airmatek.com
Autoo,None,http://autoo.cl
DigitalHunter,"DigitalHunter es una consultora Headhunter especializada en talento digital. Nuestros clientes son agencias, clientes, productoras o medios de comunicación, que necesitan contratar a los mejores profesionales del ámbito del Marketing Digital, tanto como en creatividad, desarrollo, social media, comercial y ejecutivos.",http://www.digitalhunter.cl
Concepto Group,None,http://www.conceptogroup.cl
Cloud Solutions Ltda,"Ofrecemos un ambiente de trabajo fenomenal, una organización flexible llena de desafíos de aprendizaje. Nos gusta el trabajo en equipo y de grupos de trabajo de personas talentosas en donde hacemos nuestros los desafíos de nuestros clientes, estamos constantemente aprendiendo nuevas tecnologías y creando soluciones innovadores, y por sobre todo pasándolo bien trabajando!",https://cloudsolutions.nectia.com
Medularis (ClickFono),None,http://www.medularis.com
The ReAd Company ,None,www.read59.com
CIET_UAI,None,www.uai.cl
Gyet,None,https://www.gyet.com
Seiza,"Somos un equipo de profesionales que busca generar valor a nuestros clientes a través de la elaboración de soluciones TI; con un equipo humano altamente capacitado enfocado en la eficiencia, calidad y eficacia.Acompañamos a nuestros clientes a robustecer su organización mediante la búsqueda conjunta de una nueva manera de hacer las cosas. Apoyamos este proceso con modelos de gobierno optimizados, metodologías y el uso de nuevas tecnologías e innovación, tales que nos permitan entregar la flexibilidad y adaptabilidad requerida en los procesos de negocio.",http://www.seiza-ti.cl
